reviewId,content,score
6a32d81b-64b2-4360-a7bc-c81b72f5f602,نمیدونم سرعت اینترنت پایین یابرنامه فیسبوک‌ قشنگ کارنمیکنه ولی برنامه قدیم بهتره بود ولی برنامه مثل همیشه عالی بازهم تشکر ازگوگل پلی برای برنامه بروز✨️من واقعا بدازاینکه اتفاقی برام پیش آمد تمام برنامه‌ای میتا کمک کردن بهم تاتونستم بامشکل که داشتم بهتر بشم من واقعا ازگوگل پلی تشکر میکنم بابت تمام خدماتی که به من داد ✨️,5
4e8069c3-0580-41c9-94ed-49fe7ca92656,Very good,5
02445c20-48f4-48b6-ae94-e7475e88eba0,Hli,5
029a6511-f273-4f2a-a528-5745e8219c29,"Try to change my name today keeps telling me try again later, I swear Facebook is falling apart.so many stupid ads and pages I don't follow come up in my news feed.its ridiculous anymore",2
9c55ca6d-ea06-49f6-bce1-f73da3b62575,She has a boyfriend or the one that is in my office is,5
96073b90-9627-42da-87b5-f1d887959586,nice,5
802daf22-3dd5-4402-a12e-3198ba0234e7,"I enjoy using Facebook every day, so I am really thankful to have a social media platform like Facebook ❤️❤️",5
fe5f36eb-2497-4822-b1ad-a76bba55f599,So Beautiful Facebook,2
ca1b4f44-e10d-4c57-a661-4b2fa5e06d6f,Jis vi lorki ko sms korta hu block kor deta hi iska uje mot koro,1
84a10f22-d1ad-4807-b709-1b9392607672,O bhai sahab,5
416f9d6b-0ef3-40d7-98ac-f1865634a4b7,"Ads ads ads ads ads ads ads ads ads ads ads ads content ads ads ads ads ads ads content ads ads ads ads ads kitten picture ads Thanks for continually blocking your own content. Beyond frustrating and beyond usefulness... oh ya ai ad, blocking crashes it, ad ad ad and auto scrolling to top randomly just to complete the uselessness",1
a52bbcae-7ad0-45de-80fc-5de0987d5871,"My Facebook Profile has been hacked....from some iPhone in A quickness, and now my profiles have been disabled it's so unfair that I had that profile since I made it 2012 & my whole entire Profile Jz disappeared and now I'm lost photos videos and memories thanks to someone out of US...y could they Jz make their own profile...so I'm no longer on Facebook and now I'm not Putting Facebook on a Promotion List",1
54202101-d0c8-4e0a-b25a-d844c3176916,Sucks,1
bd462af8-94c3-4c88-892a-29e5a5f6d824,Good,5
8fad1f69-9355-4c22-a569-27526644e989,Nice ♥️😘,5
e12dec63-ff45-4fdb-9a65-a2b8ada671ad,Baler app ekta meye o message de na,1
bede4892-c4ff-4754-949e-92d0e531aea7,Qaq q and trW bush r we ww to dry tr t he is going tuuyyg yu,5
4438683f-4b56-4ae2-a651-476cccff3299,🥰,5
e5978fb5-c520-4dbb-bb71-103be7f42817,"I hate the fact that everyone thinks they can share other people's information for marketing, etc. without compromising personal information. Big corporations like Facebook, Twitter, Google, ATT, and the lists go on and on who should do better in protecting our personal information and put safe guards in place to deal with scammers.",2
f63942ee-01f2-4940-9b45-685f6daa53bd,very nice 👍👍,5
15afe26a-7705-4d7b-81fb-0a520cb9e08a,"Cv n maut on Es ok,bffwaaaq1",2
6b526c69-ab89-461f-bf8c-c60337d4001f,Osom,5
ab88099d-6b76-4020-920b-766853da220b,Good apps,5
cbc9bf71-a02e-4971-8eed-ded8da16fcca,Good,3
8fa55ec1-e0dd-41cb-97d7-702b87873a8a,Best apps in the world,3
f672cb2f-a4b5-4b79-be49-b43467962071,The best,5
20fd5019-5ecf-4d44-ba4b-df9e46ce0193,Amit Kumar,5
6d7a2fc5-dcb5-46e7-927e-9a16faa933e6,good,5
0a07c49f-c6b0-41df-843c-109d57d523db,.... ... .. .. 7 vs ....7..j.n ..7 i . ..... I. .. ........ . . . . . . .m6 .m. . . . hi. ... . . . ..... . ....... in.,4
a3351fe7-1e7f-422a-8221-c050c4d70df2,Bad now.,1
38c95673-74cf-453f-b5ce-3cf7ac68ac9a,Very good,5
fba297ae-480c-4099-b45e-89217a44032f,22eeerr,4
db25bdf7-ffd0-48b8-8fd2-be24063db3fa,mast,5
