reviewId,content,score
cc6cff12-4b25-4161-9ae3-01706d32cc5b,I'm better at this game,3
370565e7-c436-4fd5-aa70-a07370bab0bc,nice game,1
9155e3be-4d06-44e0-99ca-0dbf4dd11b8e,Very satisfied,5
4a4332ff-d2c2-4f36-b721-8fb639cb10ed,Nice game,3
5ec04727-e139-4807-80d5-89bb79393fde,Good,5
9a91a6d3-291a-4757-a4ee-e34109413974,"This game is trash. 14 moves to bust 114 peppermint. Each peppermint takes 2 to 3 hits to break. The only good news is that once you lose, they offer you everything you need to win for $5.99. Oh, and don't ask friends for extra lives because they never show up.",1
3159ab7a-0692-4850-bdeb-3e31b78b34cc,"Fantasico,I absolutely love this game",5
4deee1a4-e82a-435a-ac35-1f0eea79c3db,Good,5
f208efd1-9686-4e44-8806-695be9fadb91,Good game .,5
434498d9-896e-4400-9de6-e1d2a3bc721c,This whole game is really very addictive!,5
c2036771-2a8a-4dc3-b64b-ed6fdef8c32e,Great game,4
af14de9d-0386-48a2-b79c-8b42d98093a1,❤️❤️,5
6bdb76f0-482e-4d06-8831-7831cc3b838d,Very good 👍🏻,5
36dde9d8-ab62-4b06-887b-86e6559fc512,Good 💯,5
410cd1f8-d168-46cb-9a4b-cc09fa745834,It was great and awesome,5
7f6c956e-e890-4f9c-99a1-a5864ece2bb6,Good,2
617d6189-326a-48f4-ad61-c6f30a81f5bd,very beautiful,5
8d4d1e44-c94f-4a28-bec4-8651af4ba724,Love it,5
abc2c7a4-6fc0-49fe-ab37-970ac4891304,¡Excelente!💗,5
6be4ed28-7443-4916-9509-e5a7362c50fc,Happy 😁😁😁😁 in the house 🏠🏠🏠,5
7f21259e-e1b5-4fc9-8da7-3acb3d2ffe3a,I love this game!!! It is not the first time I have ever played it. I enjoy the challenge of the game.,5
e873cdac-dc37-4201-8e2e-2a8e5cb4a0eb,I hate this game,5
c850a0e6-a33a-4f8d-9c07-23d25224b4d4,Really good game lots of fun,5
c6d8fe98-1fdb-466b-a683-177f56e75764,Wow,5
915f5928-7411-4f8b-b63e-c73615f6bf6c,Entertainment super,5
ada516a5-f291-4c80-854e-c2b11f33deaf,This is a fun and relaxing game,5
c23d86a3-c150-4f33-a93e-e49e0680fed2,It is good 👍,5
244eeade-d4d2-40fb-a64c-2b4a650f32b6,expensive,5
9da3447d-d437-4a1b-b951-bbc21081fb2a,Nice game 👌 very nice,5
a0df844a-6024-4e65-8e1d-a0493eb347fc,Good game,4
f826ab0d-a8fd-4ab5-97b6-42dd0c43c7c9,"My dad introduced me to this game, and I love it so much. It's really my favourite game. The game actually expands your thinking capacity.",5
cdec3fb8-a601-4c54-a588-c744e3377f62,Great///////^/^,5
46f00069-717b-40f5-94a2-65af6b420bd5,Great game,5
3bf8a177-e90d-4914-82ca-d8c687dcea22,Some levels easy some crazy hard,5
82212a7c-5e64-4120-8e56-b1e86c849e5a,Lots of fun & super addictive!,5
bc0c80e9-11e6-4d83-94c2-55a7f80f7704,"Awesome, enjoy and relaxing game.",5
f9b4053c-1370-43aa-83f8-1d6ffab22812,good,5
29732a7a-14eb-48ef-80f9-b9fbb016af58,Made me happy,5
8036e3b8-2f25-4df1-9c33-f1bbe536e184,Fun,4
a920cffc-91e1-4fc0-ad22-24634ae60c77,A very entertaining game,5
1c99ac7a-b844-48a9-afb5-d2121977e559,"Super fun and new levels all the time! Love IT,!!!!! Keeps going.A+ fun! Still love it! Fun!!cool",5
e0454207-287a-471a-8a1a-2291aab3ae3e,Nice,5
5cc46a34-a352-4b9c-829a-7bf6545ff42a,Good game. Easy to learn and play. Game becomes harder the higher levels you go.,3
7483fe3c-8fe5-4e3c-893e-31d0c120c779,Entertaining,5
8c169f66-6baf-4230-b2d2-9d1b67535957,Nice but a bit difficult,2
bb879953-5bd2-4690-a043-099d01b61907,Magnifico.,5
c1097e35-15ba-423b-82d1-9f07c771e0eb,"A classic game, would be better if you didn't have to pay for upgrades and stuff but to be honest it'd a small price to pay. And having to stop for 20 min is healthy so you really can't complain.",4
8f59614f-cb4b-4c75-9f10-87b8d6f94aa3,"Fun,filled,fact",5
744fe469-ae1c-4482-97f5-83da2849861a,This game is very exciting to play it makes me happy a lot and it one of the game I really enjoyed playing. I only wish they could give more of those gold bars,5
59cfc646-be3d-47b2-ae0f-c25313ec548e,Love Candy Crush!Best Game I Play.,5
529b8a05-5525-40d8-a25e-226c6eb18ca8,"Good to help keep reflexes, mind sharp. Enjoy it a bunch. Yippee Wahoo. Happy",4
6c94b89b-a446-4eec-94b8-29db8e02e166,Love this game I'm addicted to it,5
c8806dc8-26ae-4518-be14-4742af71c649,Pretty good but you don't always get what you win,5
1ea904f9-d1e7-46f4-bd79-89f12c526180,I love this game,5
29252b6c-7bda-43be-9590-cab98d6031d1,Awesome mind fresh game,5
45c751bf-91bf-4f8c-9d8b-d377695f3dfa,The game glitches OFTEN and the glitches cause me to lose out on opportunities to earn gold bars. The game also recently glitched and 500 of my gold bars went missing. Not happy!,1
4e562a57-e78c-43ce-a39b-b9ee09c08dfb,"Its cool and addictive, but it will be nice if the game can be more advanced in communication with friends",5
5f3bda60-1576-41af-bcae-6e9b3b3e920f,Ggrhu,4
8ab4d662-c407-4347-95a9-9cd3d02c3e71,A mind soothing & great game. 🙏🏼,5
7301978e-4c5a-45a7-86db-f9067304048e,Exllent,5
79184fa5-cdf9-4968-8c79-501cd77095d2,Still my favorite game,5
c70f3e4e-5517-4152-aa61-4a66354a2875,Having fun,5
617794c1-c0f3-49d8-ab98-5fae8557d0be,Good game.,5
a020b439-cfe5-4097-b17e-36234bffe9c4,Good,5
3dbf02f3-3822-4530-ba74-a9b0de7da361,Fun to play if you have time to waste.,5
184cacc4-91e1-4007-ba52-c8506eaa0466,Time killing and fun 😍,5
a878e474-f405-4c27-8e73-b9b11d4c622c,Good fun,4
55662fb6-5217-42a2-bb13-225d0798c6f9,Totally addicting!!!!!!!,5
35293f02-20f8-44a1-8504-1403d368face,"Love it, addicted Fun",5
98c37279-2420-401e-af1b-c55b07200d8f,Addictive,4
07000c07-d1df-47bb-a062-358e59af8f27,Very relaxing love it wonderful like it the best,5
596b589f-872c-4fe3-b69b-c2b43f4add27,I enjoy this game,5
c6cd4ed3-4c34-4e66-a7cd-ad10f3ec9490,Good,1
4f7453e5-db32-4f10-bd9f-aa4eca073116,👍,5
844e75d4-40e1-4a1b-9554-a65a0c432878,Endless fun! Again! And again!,5
9f550647-108b-4d7d-80f8-7d06ba383ec7,Nice game,5
6f177a70-ceac-41b5-b01a-12e19440016f,Awesome 👍😎,5
141e446b-5269-4016-a99a-49afc23be486,Good app all the time,5
9dc3f5ac-432d-4301-a39e-7de831bccb87,Needs some things fixed. I hate that the stupid candy royal is shoved down your throat and the only way to get if playing it is by closing the app after every level you win. Put a do not play option on it,1
9e43212c-5477-4355-b7ac-3ee1a37dce7e,The best distraction for relaxation & competition combined,5
2ab42f20-a88a-4791-8474-91b92255baf3,Awesome game,5
f9f9cd49-f8ce-465a-bbc9-41cf430d3041,Great game,5
30ddf99d-f9f8-4927-9467-ccebdf738eb7,nice game 😘💕💕,5
e7d0be31-d26a-4644-906e-78966c2e909e,Great app!,5
fa2c828e-aff3-4347-8355-b00d9c263941,Great game! Everything but paying money.,5
2eaa1a19-f439-44f0-931f-b3098337ed88,Gud very gud. ',5
b2b9fb27-0b91-496a-b640-ad52ca18b352,Awesome game to play,5
a812f3d3-7597-4f9e-be6d-51735d630f8c,Kept on playing after deceptions...addictive and fun,4
85a0a947-f1d0-418c-8aed-9c3b889a0ec5,"Initially, I was enjoying it, but I've ultimately uninstalled as it wasn't going to let me pass a level unless I paid actual money. I refuse to be manipulated by a mobile game company! Stick your game!",2
6b6d3a30-bf46-42dc-b6cc-cdb192588936,Wow What a game....I am doing this for three free bombs. And it second time now for bombs. Yeah 5 stars...,5
e10b3908-53ab-492a-81eb-e7d01cab33ff,"Why are y'all stealing my levels? I played two episodes which is 30levels but on the weekly race it says 29. This is not the first time it's happening. Unless episodes don't have 15levels each, stop stealing from me. It's annoying",3
2bedbd1b-e491-42c8-8c71-d6720078a87f,"This is my favorite game, I absolutely love it 10/10! Great for relieving stress, passing time, getting ready for bed I think u should try it!",5
a0a80a8a-9bb6-4127-a193-a1b023a493b4,Very nice game 🎮,5
6dc43ae9-d7ed-44f3-b61e-d9f49bd1e89d,"Brilliant game, very relaxing and soothing.",4
